sample_id,partner_sample_id,contributor,country,location,year,month,latitude,longitude,sex_call
VBS19773-5563STDY7800849,WA-0991,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19775-5563STDY7800850,WA-0993,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19776-5563STDY7800851,WA-0994,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19777-5563STDY7800852,WA-0995,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19778-5563STDY7800853,WA-0996,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19779-5563STDY7800854,WA-0997,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19780-5563STDY7800855,WA-0998,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19781-5563STDY7800856,WA-0999,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19782-5563STDY7800857,WA-1000,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19783-5563STDY7800858,WA-1001,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19784-5563STDY7800859,WA-1002,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19785-5563STDY7800860,WA-1003,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19786-5563STDY7800861,WA-1004,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19787-5563STDY7800862,WA-1005,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19788-5563STDY7800863,WA-1006,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19789-5563STDY7800864,WA-1007,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19791-5563STDY7800865,WA-1009,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19792-5563STDY7800866,WA-1010,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19793-5563STDY7800867,WA-1011,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19794-5563STDY7800868,WA-1012,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19795-5563STDY7800869,WA-1013,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19796-5563STDY7800870,WA-1014,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19797-5563STDY7800871,WA-1015,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19799-5563STDY7800873,WA-1017,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19800-5563STDY7800874,WA-1018,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19801-5563STDY7800875,WA-1019,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19802-5563STDY7800876,WA-1020,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19803-5563STDY7800877,WA-1021,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19804-5563STDY7800878,WA-1022,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19805-5563STDY7800879,WA-1023,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19806-5563STDY7800880,WA-1024,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19807-5563STDY7800881,WA-1025,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19808-5563STDY7800882,WA-1026,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19809-5563STDY7800883,WA-1027,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19810-5563STDY7800884,WA-1028,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19811-5563STDY7800885,WA-1029,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19812-5563STDY7800886,WA-1030,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19813-5563STDY7800887,WA-1031,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19814-5563STDY7800888,WA-1032,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19815-5563STDY7800889,WA-1033,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19816-5563STDY7800890,WA-1034,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19817-5563STDY7800891,WA-1035,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19818-5563STDY7800892,WA-1036,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19819-5563STDY7800893,WA-1037,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19821-5563STDY7800895,WA-1039,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19823-5563STDY7800897,WA-1041,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19824-5563STDY7800898,WA-1042,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19825-5563STDY7800899,WA-1043,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19827-5563STDY7800901,WA-1147,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,1,5.537,-0.240,F
VBS19829-5563STDY7800905,WA-1149,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,1,5.537,-0.240,F
VBS19833-5563STDY7800909,WA-1153,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,1,5.537,-0.240,F
VBS19838-5563STDY7800914,WA-1158,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,1,5.537,-0.240,F
VBS19839-5563STDY7800915,WA-1159,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,1,5.537,-0.240,F
VBS19842-5563STDY7800918,WA-1162,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19844-5563STDY7800920,WA-1164,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19845-5563STDY7800921,WA-1165,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19846-5563STDY7800922,WA-1166,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19849-5563STDY7800925,WA-1169,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19851-5563STDY7800927,WA-1171,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19852-5563STDY7800928,WA-1172,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19853-5563STDY7800929,WA-1173,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19854-5563STDY7800930,WA-1174,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19855-5563STDY7800931,WA-1175,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,M
VBS19856-5563STDY7800932,WA-1176,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19857-5563STDY7800933,WA-1177,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19861-5563STDY7800937,WA-1181,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19862-5563STDY7800938,WA-1182,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19863-5563STDY7800939,WA-1183,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19864-5563STDY7800940,WA-1184,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19868-5563STDY7800944,WA-1188,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19869-5563STDY7800945,WA-1189,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19870-5563STDY7800946,WA-1190,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19871-5563STDY7800947,WA-1191,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19872-5563STDY7800948,WA-1192,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19873-5563STDY7800949,WA-1193,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19876-5563STDY7800952,WA-1196,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19878-5563STDY7800954,WA-1198,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19879-5563STDY7800955,WA-1199,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19880-5563STDY7800956,WA-1200,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19881-5563STDY7800957,WA-1201,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19882-5563STDY7800958,WA-1202,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19884-5563STDY7800960,WA-1204,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19886-5563STDY7800962,WA-1206,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19887-5563STDY7800963,WA-1207,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19888-5563STDY7800964,WA-1208,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19889-5563STDY7800965,WA-1209,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19890-5563STDY7800966,WA-1210,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19892-5563STDY7800968,WA-1212,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19893-5563STDY7800969,WA-1213,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19894-5563STDY7800970,WA-1214,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19895-5563STDY7800971,WA-1215,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19897-5563STDY7800972,WA-1217,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19900-5563STDY7800974,WA-1220,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19901-5563STDY7800975,WA-1221,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19902-5563STDY7800976,WA-1222,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19906-5563STDY7800977,WA-1226,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19908-5563STDY7800979,WA-1228,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19909-5563STDY7800980,WA-1229,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19910-5563STDY7800981,WA-1230,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19911-5563STDY7800982,WA-1231,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19915-5563STDY7800986,WA-1235,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19916-5563STDY7800987,WA-1236,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19917-5563STDY7800988,WA-1237,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19920-5563STDY7800991,WA-1240,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19921-5563STDY7800992,WA-1241,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,1,5.537,-0.240,F
VBS19922-5563STDY7800993,WA-1242,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,1,5.537,-0.240,F
VBS19924-5563STDY7800994,WA-1244,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,1,5.537,-0.240,F
VBS19925-5563STDY7800995,WA-1245,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,1,5.537,-0.240,F
VBS19926-5563STDY7800996,WA-1246,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,1,5.537,-0.240,F
VBS19927-5563STDY7800997,WA-1247,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,1,5.537,-0.240,F
VBS19928-5563STDY7801000,WA-1248,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,1,5.537,-0.240,F
VBS19929-5563STDY7801001,WA-1249,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,1,5.537,-0.240,F
VBS19930-5563STDY7801002,WA-1250,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,1,5.537,-0.240,F
VBS19932-5563STDY7801004,WA-1252,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,1,5.537,-0.240,F
VBS19933-5563STDY7801005,WA-1253,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,1,5.537,-0.240,F
VBS19934-5563STDY7801006,WA-1254,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,1,5.537,-0.240,F
VBS19937-5563STDY7801009,WA-1257,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19939-5563STDY7801010,WA-1259,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19940-5563STDY7801011,WA-1260,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19941-5563STDY7801012,WA-1261,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19942-5563STDY7801013,WA-1262,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19944-5563STDY7801015,WA-1264,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19947-5563STDY7801018,WA-1267,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19948-5563STDY7801019,WA-1268,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19951-5563STDY7801022,WA-1271,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19952-5563STDY7801023,WA-1272,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19953-5563STDY7801024,WA-1273,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19954-5563STDY7801025,WA-1274,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19955-5563STDY7801026,WA-1275,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19956-5563STDY7801027,WA-1276,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19957-5563STDY7801028,WA-1277,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19958-5563STDY7801029,WA-1278,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19960-5563STDY7801031,WA-1280,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19963-5563STDY7801034,WA-1283,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19964-5563STDY7801035,WA-1284,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19965-5563STDY7801036,WA-1285,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19968-5563STDY7801039,WA-1288,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19971-5563STDY7801042,WA-1291,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19973-5563STDY7801043,WA-1293,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19976-5563STDY7801046,WA-1296,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19977-5563STDY7801047,WA-1297,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19978-5563STDY7801048,WA-1298,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19979-5563STDY7801049,WA-1299,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19980-5563STDY7801050,WA-1300,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19981-5563STDY7801051,WA-1301,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19982-5563STDY7801052,WA-1302,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19983-5563STDY7801053,WA-1303,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19988-5563STDY7801058,WA-1308,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19989-5563STDY7801059,WA-1309,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19990-5563STDY7801060,WA-1310,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19991-5563STDY7801061,WA-1311,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19992-5563STDY7801062,WA-1312,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19996-5563STDY7801066,WA-1316,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19997-5563STDY7801067,WA-1317,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19998-5563STDY7801068,WA-1318,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS19999-5563STDY7801069,WA-1319,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS20000-5563STDY7801070,WA-1320,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS20003-5563STDY7801073,WA-1323,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS20004-5563STDY7801074,WA-1324,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS20005-5563STDY7801075,WA-1325,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS20006-5563STDY7801076,WA-1326,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS20007-5563STDY7801077,WA-1327,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS20008-5563STDY7801078,WA-1328,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS20013-5563STDY7801083,WA-1333,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS20014-5563STDY7801084,WA-1334,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
VBS20015-5563STDY7801085,WA-1335,Alexander Egyir-Yawson,Ghana,Korle-Bu,2018,2,5.537,-0.240,F
