sample_id,aim_fraction_colu,aim_fraction_arab,species_gambcolu_arabiensis,species_gambiae_coluzzii
VBS19588-5563STDY7800664,0.025,0.002,gamb_colu,gambiae
VBS19589-5563STDY7800665,0.029,0.002,gamb_colu,gambiae
VBS19590-5563STDY7800666,0.034,0.002,gamb_colu,gambiae
VBS19591-5563STDY7800667,0.023,0.002,gamb_colu,gambiae
VBS19592-5563STDY7800668,0.034,0.002,gamb_colu,gambiae
VBS19594-5563STDY7800670,0.033,0.002,gamb_colu,gambiae
VBS19596-5563STDY7800672,0.025,0.002,gamb_colu,gambiae
VBS19597-5563STDY7800673,0.021,0.002,gamb_colu,gambiae
VBS19599-5563STDY7800675,0.031,0.002,gamb_colu,gambiae
VBS19600-5563STDY7800676,0.023,0.002,gamb_colu,gambiae
VBS19601-5563STDY7800677,0.027,0.003,gamb_colu,gambiae
VBS19603-5563STDY7800679,0.030,0.002,gamb_colu,gambiae
VBS19604-5563STDY7800680,0.020,0.003,gamb_colu,gambiae
VBS19605-5563STDY7800681,0.024,0.003,gamb_colu,gambiae
VBS19608-5563STDY7800684,0.026,0.002,gamb_colu,gambiae
VBS19609-5563STDY7800685,0.025,0.002,gamb_colu,gambiae
VBS19610-5563STDY7800686,0.024,0.002,gamb_colu,gambiae
VBS19611-5563STDY7800687,0.029,0.002,gamb_colu,gambiae
VBS19612-5563STDY7800688,0.028,0.002,gamb_colu,gambiae
VBS19613-5563STDY7800689,0.027,0.002,gamb_colu,gambiae
VBS19614-5563STDY7800690,0.028,0.002,gamb_colu,gambiae
VBS19615-5563STDY7800691,0.025,0.002,gamb_colu,gambiae
VBS19616-5563STDY7800692,0.030,0.002,gamb_colu,gambiae
VBS19617-5563STDY7800693,0.029,0.002,gamb_colu,gambiae
VBS19618-5563STDY7800694,0.028,0.002,gamb_colu,gambiae
VBS19619-5563STDY7800695,0.071,0.002,gamb_colu,gambiae
VBS19620-5563STDY7800696,0.029,0.002,gamb_colu,gambiae
VBS19621-5563STDY7800697,0.027,0.002,gamb_colu,gambiae
VBS19622-5563STDY7800698,0.024,0.002,gamb_colu,gambiae
VBS19623-5563STDY7800699,0.027,0.002,gamb_colu,gambiae
VBS19624-5563STDY7800700,0.021,0.002,gamb_colu,gambiae
VBS19625-5563STDY7800701,0.032,0.002,gamb_colu,gambiae
VBS19626-5563STDY7800702,0.033,0.002,gamb_colu,gambiae
VBS19627-5563STDY7800703,0.035,0.002,gamb_colu,gambiae
VBS19628-5563STDY7800704,0.026,0.002,gamb_colu,gambiae
VBS19629-5563STDY7800705,0.020,0.003,gamb_colu,gambiae
VBS19632-5563STDY7800708,0.019,0.003,gamb_colu,gambiae
VBS19633-5563STDY7800709,0.025,0.002,gamb_colu,gambiae
VBS19634-5563STDY7800712,0.022,0.002,gamb_colu,gambiae
VBS19635-5563STDY7800713,0.025,0.002,gamb_colu,gambiae
VBS19636-5563STDY7800714,0.030,0.002,gamb_colu,gambiae
VBS19637-5563STDY7800715,0.021,0.002,gamb_colu,gambiae
VBS19638-5563STDY7800716,0.031,0.002,gamb_colu,gambiae
VBS19639-5563STDY7800717,0.019,0.002,gamb_colu,gambiae
VBS19640-5563STDY7800718,0.026,0.003,gamb_colu,gambiae
VBS19641-5563STDY7800719,0.023,0.002,gamb_colu,gambiae
VBS19642-5563STDY7800720,0.027,0.002,gamb_colu,gambiae
VBS19643-5563STDY7800721,0.024,0.002,gamb_colu,gambiae
VBS19644-5563STDY7800722,0.021,0.002,gamb_colu,gambiae
VBS19645-5563STDY7800723,0.036,0.002,gamb_colu,gambiae
VBS19646-5563STDY7800724,0.025,0.002,gamb_colu,gambiae
VBS19647-5563STDY7800725,0.028,0.002,gamb_colu,gambiae
VBS19648-5563STDY7800726,0.030,0.002,gamb_colu,gambiae
VBS19649-5563STDY7800727,0.022,0.002,gamb_colu,gambiae
VBS19650-5563STDY7800728,0.021,0.002,gamb_colu,gambiae
VBS19651-5563STDY7800729,0.031,0.002,gamb_colu,gambiae
VBS19652-5563STDY7800730,0.028,0.002,gamb_colu,gambiae
VBS19653-5563STDY7800731,0.022,0.002,gamb_colu,gambiae
VBS19654-5563STDY7800732,0.027,0.002,gamb_colu,gambiae
VBS19655-5563STDY7800733,0.022,0.002,gamb_colu,gambiae
VBS19656-5563STDY7800734,0.024,0.002,gamb_colu,gambiae
VBS19657-5563STDY7800735,0.024,0.002,gamb_colu,gambiae
VBS19658-5563STDY7800736,0.029,0.002,gamb_colu,gambiae
VBS19659-5563STDY7800737,0.029,0.002,gamb_colu,gambiae
VBS19660-5563STDY7800738,0.966,0.002,gamb_colu,coluzzii
VBS19661-5563STDY7800739,0.971,0.002,gamb_colu,coluzzii
VBS19662-5563STDY7800740,0.973,0.002,gamb_colu,coluzzii
VBS19663-5563STDY7800741,0.971,0.002,gamb_colu,coluzzii
VBS19664-5563STDY7800742,0.981,0.002,gamb_colu,coluzzii
VBS19665-5563STDY7800743,0.975,0.002,gamb_colu,coluzzii
VBS19666-5563STDY7800744,0.970,0.002,gamb_colu,coluzzii
VBS19667-5563STDY7800745,0.981,0.002,gamb_colu,coluzzii
VBS19668-5563STDY7800746,0.973,0.002,gamb_colu,coluzzii
VBS19669-5563STDY7800747,0.972,0.002,gamb_colu,coluzzii
VBS19671-5563STDY7800749,0.979,0.002,gamb_colu,coluzzii
VBS19672-5563STDY7800750,0.975,0.002,gamb_colu,coluzzii
VBS19673-5563STDY7800751,0.976,0.002,gamb_colu,coluzzii
VBS19674-5563STDY7800752,0.967,0.002,gamb_colu,coluzzii
VBS19675-5563STDY7800753,0.972,0.002,gamb_colu,coluzzii
VBS19676-5563STDY7800754,0.978,0.002,gamb_colu,coluzzii
VBS19677-5563STDY7800755,0.976,0.002,gamb_colu,coluzzii
VBS19678-5563STDY7800756,0.969,0.002,gamb_colu,coluzzii
VBS19679-5563STDY7800757,0.968,0.002,gamb_colu,coluzzii
VBS19680-5563STDY7800758,0.971,0.002,gamb_colu,coluzzii
VBS19681-5563STDY7800759,0.975,0.002,gamb_colu,coluzzii
VBS19682-5563STDY7800760,0.971,0.002,gamb_colu,coluzzii
VBS19683-5563STDY7800761,0.975,0.002,gamb_colu,coluzzii
VBS19684-5563STDY7800762,0.964,0.002,gamb_colu,coluzzii
VBS19685-5563STDY7800763,0.977,0.002,gamb_colu,coluzzii
VBS19686-5563STDY7800764,0.978,0.002,gamb_colu,coluzzii
VBS19687-5563STDY7800765,0.968,0.002,gamb_colu,coluzzii
VBS19688-5563STDY7800766,0.969,0.002,gamb_colu,coluzzii
VBS19689-5563STDY7800767,0.969,0.002,gamb_colu,coluzzii
VBS19690-5563STDY7800768,0.980,0.002,gamb_colu,coluzzii
VBS19691-5563STDY7800769,0.963,0.002,gamb_colu,coluzzii
VBS19692-5563STDY7800770,0.972,0.002,gamb_colu,coluzzii
VBS19693-5563STDY7800771,0.971,0.002,gamb_colu,coluzzii
VBS19694-5563STDY7800772,0.972,0.002,gamb_colu,coluzzii
VBS19695-5563STDY7800773,0.973,0.002,gamb_colu,coluzzii
VBS19696-5563STDY7800774,0.974,0.002,gamb_colu,coluzzii
VBS19697-5563STDY7800775,0.971,0.002,gamb_colu,coluzzii
VBS19698-5563STDY7800776,0.973,0.002,gamb_colu,coluzzii
VBS19699-5563STDY7800777,0.976,0.002,gamb_colu,coluzzii
VBS19700-5563STDY7800778,0.803,0.002,gamb_colu,intermediate
VBS19701-5563STDY7800779,0.972,0.002,gamb_colu,coluzzii
VBS19702-5563STDY7800780,0.975,0.002,gamb_colu,coluzzii
VBS19703-5563STDY7800781,0.967,0.002,gamb_colu,coluzzii
VBS19704-5563STDY7800782,0.961,0.002,gamb_colu,coluzzii
VBS19705-5563STDY7800783,0.957,0.002,gamb_colu,coluzzii
VBS19706-5563STDY7800784,0.967,0.002,gamb_colu,coluzzii
VBS19707-5563STDY7800785,0.974,0.003,gamb_colu,coluzzii
VBS19708-5563STDY7800786,0.971,0.002,gamb_colu,coluzzii
VBS19709-5563STDY7800787,0.979,0.002,gamb_colu,coluzzii
VBS19710-5563STDY7800788,0.973,0.002,gamb_colu,coluzzii
VBS19711-5563STDY7800789,0.975,0.002,gamb_colu,coluzzii
VBS19712-5563STDY7800790,0.971,0.002,gamb_colu,coluzzii
VBS19713-5563STDY7800791,0.973,0.002,gamb_colu,coluzzii
VBS19714-5563STDY7800792,0.975,0.002,gamb_colu,coluzzii
VBS19715-5563STDY7800793,0.972,0.002,gamb_colu,coluzzii
VBS19716-5563STDY7800794,0.972,0.002,gamb_colu,coluzzii
VBS19717-5563STDY7800795,0.978,0.002,gamb_colu,coluzzii
VBS19718-5563STDY7800796,0.980,0.002,gamb_colu,coluzzii
VBS19720-5563STDY7800797,0.961,0.002,gamb_colu,coluzzii
VBS19721-5563STDY7800798,0.978,0.003,gamb_colu,coluzzii
VBS19722-5563STDY7800799,0.968,0.002,gamb_colu,coluzzii
VBS19723-5563STDY7800800,0.974,0.002,gamb_colu,coluzzii
VBS19724-5563STDY7800801,0.973,0.002,gamb_colu,coluzzii
VBS19725-5563STDY7800802,0.968,0.002,gamb_colu,coluzzii
VBS19726-5563STDY7800803,0.976,0.002,gamb_colu,coluzzii
VBS19727-5563STDY7800804,0.974,0.002,gamb_colu,coluzzii
VBS19728-5563STDY7800805,0.971,0.002,gamb_colu,coluzzii
VBS19729-5563STDY7800808,0.977,0.002,gamb_colu,coluzzii
VBS19731-5563STDY7800809,0.976,0.002,gamb_colu,coluzzii
VBS19732-5563STDY7800810,0.975,0.002,gamb_colu,coluzzii
VBS19733-5563STDY7800811,0.977,0.002,gamb_colu,coluzzii
VBS19734-5563STDY7800812,0.976,0.002,gamb_colu,coluzzii
VBS19735-5563STDY7800813,0.973,0.002,gamb_colu,coluzzii
VBS19736-5563STDY7800814,0.971,0.002,gamb_colu,coluzzii
VBS19737-5563STDY7800815,0.974,0.002,gamb_colu,coluzzii
VBS19739-5563STDY7800816,0.965,0.003,gamb_colu,coluzzii
VBS19740-5563STDY7800817,0.973,0.002,gamb_colu,coluzzii
VBS19741-5563STDY7800818,0.979,0.002,gamb_colu,coluzzii
VBS19742-5563STDY7800819,0.979,0.002,gamb_colu,coluzzii
VBS19743-5563STDY7800820,0.970,0.002,gamb_colu,coluzzii
VBS19744-5563STDY7800821,0.965,0.002,gamb_colu,coluzzii
VBS19745-5563STDY7800822,0.971,0.002,gamb_colu,coluzzii
VBS19746-5563STDY7800823,0.971,0.002,gamb_colu,coluzzii
VBS19747-5563STDY7800824,0.977,0.002,gamb_colu,coluzzii
VBS19750-5563STDY7800827,0.972,0.002,gamb_colu,coluzzii
VBS19751-5563STDY7800828,0.974,0.002,gamb_colu,coluzzii
VBS19752-5563STDY7800829,0.975,0.002,gamb_colu,coluzzii
VBS19753-5563STDY7800830,0.965,0.002,gamb_colu,coluzzii
VBS19754-5563STDY7800831,0.961,0.002,gamb_colu,coluzzii
VBS19755-5563STDY7800832,0.979,0.002,gamb_colu,coluzzii
VBS19756-5563STDY7800833,0.968,0.002,gamb_colu,coluzzii
VBS19757-5563STDY7800834,0.978,0.002,gamb_colu,coluzzii
VBS19758-5563STDY7800835,0.977,0.002,gamb_colu,coluzzii
VBS19759-5563STDY7800836,0.970,0.002,gamb_colu,coluzzii
VBS19761-5563STDY7800838,0.978,0.002,gamb_colu,coluzzii
VBS19762-5563STDY7800839,0.974,0.002,gamb_colu,coluzzii
VBS19763-5563STDY7800840,0.968,0.002,gamb_colu,coluzzii
VBS19764-5563STDY7800841,0.977,0.002,gamb_colu,coluzzii
VBS19767-5563STDY7800843,0.979,0.002,gamb_colu,coluzzii
VBS19768-5563STDY7800844,0.973,0.002,gamb_colu,coluzzii
VBS19769-5563STDY7800845,0.978,0.002,gamb_colu,coluzzii
VBS19770-5563STDY7800846,0.984,0.003,gamb_colu,coluzzii
VBS19773-5563STDY7800849,0.972,0.002,gamb_colu,coluzzii
VBS19775-5563STDY7800850,0.970,0.002,gamb_colu,coluzzii
VBS19776-5563STDY7800851,0.971,0.002,gamb_colu,coluzzii
VBS19777-5563STDY7800852,0.969,0.002,gamb_colu,coluzzii
VBS19778-5563STDY7800853,0.965,0.002,gamb_colu,coluzzii
VBS19779-5563STDY7800854,0.973,0.002,gamb_colu,coluzzii
VBS19780-5563STDY7800855,0.971,0.002,gamb_colu,coluzzii
VBS19781-5563STDY7800856,0.979,0.002,gamb_colu,coluzzii
VBS19782-5563STDY7800857,0.981,0.002,gamb_colu,coluzzii
VBS19783-5563STDY7800858,0.979,0.002,gamb_colu,coluzzii
VBS19784-5563STDY7800859,0.966,0.002,gamb_colu,coluzzii
VBS19785-5563STDY7800860,0.963,0.002,gamb_colu,coluzzii
VBS19786-5563STDY7800861,0.964,0.002,gamb_colu,coluzzii
VBS19787-5563STDY7800862,0.978,0.002,gamb_colu,coluzzii
VBS19788-5563STDY7800863,0.966,0.002,gamb_colu,coluzzii
VBS19789-5563STDY7800864,0.973,0.002,gamb_colu,coluzzii
VBS19791-5563STDY7800865,0.981,0.002,gamb_colu,coluzzii
VBS19792-5563STDY7800866,0.975,0.002,gamb_colu,coluzzii
VBS19793-5563STDY7800867,0.973,0.002,gamb_colu,coluzzii
VBS19794-5563STDY7800868,0.976,0.002,gamb_colu,coluzzii
VBS19795-5563STDY7800869,0.966,0.002,gamb_colu,coluzzii
VBS19796-5563STDY7800870,0.979,0.002,gamb_colu,coluzzii
VBS19797-5563STDY7800871,0.972,0.002,gamb_colu,coluzzii
VBS19799-5563STDY7800873,0.974,0.002,gamb_colu,coluzzii
VBS19800-5563STDY7800874,0.985,0.002,gamb_colu,coluzzii
VBS19801-5563STDY7800875,0.967,0.002,gamb_colu,coluzzii
VBS19802-5563STDY7800876,0.970,0.002,gamb_colu,coluzzii
VBS19803-5563STDY7800877,0.966,0.002,gamb_colu,coluzzii
VBS19804-5563STDY7800878,0.962,0.002,gamb_colu,coluzzii
VBS19805-5563STDY7800879,0.982,0.002,gamb_colu,coluzzii
VBS19806-5563STDY7800880,0.965,0.002,gamb_colu,coluzzii
VBS19807-5563STDY7800881,0.968,0.002,gamb_colu,coluzzii
VBS19808-5563STDY7800882,0.964,0.002,gamb_colu,coluzzii
VBS19809-5563STDY7800883,0.974,0.002,gamb_colu,coluzzii
VBS19810-5563STDY7800884,0.977,0.002,gamb_colu,coluzzii
VBS19811-5563STDY7800885,0.970,0.002,gamb_colu,coluzzii
VBS19812-5563STDY7800886,0.964,0.002,gamb_colu,coluzzii
VBS19813-5563STDY7800887,0.974,0.002,gamb_colu,coluzzii
VBS19814-5563STDY7800888,0.977,0.002,gamb_colu,coluzzii
VBS19815-5563STDY7800889,0.972,0.002,gamb_colu,coluzzii
VBS19816-5563STDY7800890,0.979,0.002,gamb_colu,coluzzii
VBS19817-5563STDY7800891,0.979,0.002,gamb_colu,coluzzii
VBS19818-5563STDY7800892,0.971,0.002,gamb_colu,coluzzii
VBS19819-5563STDY7800893,0.974,0.002,gamb_colu,coluzzii
VBS19821-5563STDY7800895,0.965,0.002,gamb_colu,coluzzii
VBS19823-5563STDY7800897,0.958,0.002,gamb_colu,coluzzii
VBS19824-5563STDY7800898,0.975,0.002,gamb_colu,coluzzii
VBS19825-5563STDY7800899,0.965,0.002,gamb_colu,coluzzii
VBS19827-5563STDY7800901,0.979,0.002,gamb_colu,coluzzii
VBS19829-5563STDY7800905,0.980,0.002,gamb_colu,coluzzii
VBS19833-5563STDY7800909,0.984,0.002,gamb_colu,coluzzii
VBS19838-5563STDY7800914,0.969,0.002,gamb_colu,coluzzii
VBS19839-5563STDY7800915,0.977,0.002,gamb_colu,coluzzii
VBS19842-5563STDY7800918,0.974,0.002,gamb_colu,coluzzii
VBS19844-5563STDY7800920,0.975,0.002,gamb_colu,coluzzii
VBS19845-5563STDY7800921,0.975,0.002,gamb_colu,coluzzii
VBS19846-5563STDY7800922,0.975,0.002,gamb_colu,coluzzii
VBS19849-5563STDY7800925,0.963,0.002,gamb_colu,coluzzii
VBS19851-5563STDY7800927,0.979,0.002,gamb_colu,coluzzii
VBS19852-5563STDY7800928,0.977,0.002,gamb_colu,coluzzii
VBS19853-5563STDY7800929,0.979,0.002,gamb_colu,coluzzii
VBS19854-5563STDY7800930,0.972,0.002,gamb_colu,coluzzii
VBS19855-5563STDY7800931,0.984,0.003,gamb_colu,coluzzii
VBS19856-5563STDY7800932,0.976,0.002,gamb_colu,coluzzii
VBS19857-5563STDY7800933,0.971,0.002,gamb_colu,coluzzii
VBS19861-5563STDY7800937,0.973,0.002,gamb_colu,coluzzii
VBS19862-5563STDY7800938,0.977,0.002,gamb_colu,coluzzii
VBS19863-5563STDY7800939,0.979,0.003,gamb_colu,coluzzii
VBS19864-5563STDY7800940,0.972,0.002,gamb_colu,coluzzii
VBS19868-5563STDY7800944,0.962,0.002,gamb_colu,coluzzii
VBS19869-5563STDY7800945,0.968,0.002,gamb_colu,coluzzii
VBS19870-5563STDY7800946,0.806,0.002,gamb_colu,intermediate
VBS19871-5563STDY7800947,0.971,0.002,gamb_colu,coluzzii
VBS19872-5563STDY7800948,0.981,0.002,gamb_colu,coluzzii
VBS19873-5563STDY7800949,0.964,0.002,gamb_colu,coluzzii
VBS19876-5563STDY7800952,0.968,0.002,gamb_colu,coluzzii
VBS19878-5563STDY7800954,0.975,0.002,gamb_colu,coluzzii
VBS19879-5563STDY7800955,0.971,0.002,gamb_colu,coluzzii
VBS19880-5563STDY7800956,0.975,0.002,gamb_colu,coluzzii
VBS19881-5563STDY7800957,0.972,0.002,gamb_colu,coluzzii
VBS19882-5563STDY7800958,0.977,0.002,gamb_colu,coluzzii
VBS19884-5563STDY7800960,0.823,0.002,gamb_colu,intermediate
VBS19886-5563STDY7800962,0.973,0.002,gamb_colu,coluzzii
VBS19887-5563STDY7800963,0.977,0.002,gamb_colu,coluzzii
VBS19888-5563STDY7800964,0.968,0.002,gamb_colu,coluzzii
VBS19889-5563STDY7800965,0.972,0.002,gamb_colu,coluzzii
VBS19890-5563STDY7800966,0.975,0.002,gamb_colu,coluzzii
VBS19892-5563STDY7800968,0.972,0.002,gamb_colu,coluzzii
VBS19893-5563STDY7800969,0.972,0.002,gamb_colu,coluzzii
VBS19894-5563STDY7800970,0.979,0.002,gamb_colu,coluzzii
VBS19895-5563STDY7800971,0.973,0.002,gamb_colu,coluzzii
VBS19897-5563STDY7800972,0.980,0.002,gamb_colu,coluzzii
VBS19900-5563STDY7800974,0.975,0.002,gamb_colu,coluzzii
VBS19901-5563STDY7800975,0.975,0.002,gamb_colu,coluzzii
VBS19902-5563STDY7800976,0.974,0.002,gamb_colu,coluzzii
VBS19906-5563STDY7800977,0.811,0.002,gamb_colu,intermediate
VBS19908-5563STDY7800979,0.981,0.002,gamb_colu,coluzzii
VBS19909-5563STDY7800980,0.974,0.002,gamb_colu,coluzzii
VBS19910-5563STDY7800981,0.977,0.002,gamb_colu,coluzzii
VBS19911-5563STDY7800982,0.980,0.002,gamb_colu,coluzzii
VBS19915-5563STDY7800986,0.970,0.002,gamb_colu,coluzzii
VBS19916-5563STDY7800987,0.972,0.002,gamb_colu,coluzzii
VBS19917-5563STDY7800988,0.960,0.002,gamb_colu,coluzzii
VBS19920-5563STDY7800991,0.978,0.003,gamb_colu,coluzzii
VBS19921-5563STDY7800992,0.982,0.002,gamb_colu,coluzzii
VBS19922-5563STDY7800993,0.977,0.002,gamb_colu,coluzzii
VBS19924-5563STDY7800994,0.974,0.002,gamb_colu,coluzzii
VBS19925-5563STDY7800995,0.966,0.002,gamb_colu,coluzzii
VBS19926-5563STDY7800996,0.974,0.002,gamb_colu,coluzzii
VBS19927-5563STDY7800997,0.975,0.002,gamb_colu,coluzzii
VBS19928-5563STDY7801000,0.975,0.002,gamb_colu,coluzzii
VBS19929-5563STDY7801001,0.975,0.002,gamb_colu,coluzzii
VBS19930-5563STDY7801002,0.975,0.002,gamb_colu,coluzzii
VBS19932-5563STDY7801004,0.975,0.002,gamb_colu,coluzzii
VBS19933-5563STDY7801005,0.971,0.002,gamb_colu,coluzzii
VBS19934-5563STDY7801006,0.968,0.002,gamb_colu,coluzzii
VBS19937-5563STDY7801009,0.974,0.002,gamb_colu,coluzzii
VBS19939-5563STDY7801010,0.971,0.002,gamb_colu,coluzzii
VBS19940-5563STDY7801011,0.964,0.002,gamb_colu,coluzzii
VBS19941-5563STDY7801012,0.982,0.002,gamb_colu,coluzzii
VBS19942-5563STDY7801013,0.971,0.002,gamb_colu,coluzzii
VBS19944-5563STDY7801015,0.969,0.002,gamb_colu,coluzzii
VBS19947-5563STDY7801018,0.975,0.002,gamb_colu,coluzzii
VBS19948-5563STDY7801019,0.976,0.002,gamb_colu,coluzzii
VBS19951-5563STDY7801022,0.975,0.002,gamb_colu,coluzzii
VBS19952-5563STDY7801023,0.975,0.002,gamb_colu,coluzzii
VBS19953-5563STDY7801024,0.972,0.002,gamb_colu,coluzzii
VBS19954-5563STDY7801025,0.977,0.002,gamb_colu,coluzzii
VBS19955-5563STDY7801026,0.962,0.002,gamb_colu,coluzzii
VBS19956-5563STDY7801027,0.978,0.002,gamb_colu,coluzzii
VBS19957-5563STDY7801028,0.971,0.002,gamb_colu,coluzzii
VBS19958-5563STDY7801029,0.973,0.002,gamb_colu,coluzzii
VBS19960-5563STDY7801031,0.969,0.002,gamb_colu,coluzzii
VBS19963-5563STDY7801034,0.970,0.002,gamb_colu,coluzzii
VBS19964-5563STDY7801035,0.977,0.002,gamb_colu,coluzzii
VBS19965-5563STDY7801036,0.968,0.002,gamb_colu,coluzzii
VBS19968-5563STDY7801039,0.977,0.002,gamb_colu,coluzzii
VBS19971-5563STDY7801042,0.971,0.002,gamb_colu,coluzzii
VBS19973-5563STDY7801043,0.971,0.002,gamb_colu,coluzzii
VBS19976-5563STDY7801046,0.967,0.002,gamb_colu,coluzzii
VBS19977-5563STDY7801047,0.972,0.002,gamb_colu,coluzzii
VBS19978-5563STDY7801048,0.971,0.002,gamb_colu,coluzzii
VBS19979-5563STDY7801049,0.971,0.002,gamb_colu,coluzzii
VBS19980-5563STDY7801050,0.968,0.002,gamb_colu,coluzzii
VBS19981-5563STDY7801051,0.980,0.002,gamb_colu,coluzzii
VBS19982-5563STDY7801052,0.974,0.002,gamb_colu,coluzzii
VBS19983-5563STDY7801053,0.977,0.002,gamb_colu,coluzzii
VBS19988-5563STDY7801058,0.970,0.002,gamb_colu,coluzzii
VBS19989-5563STDY7801059,0.975,0.002,gamb_colu,coluzzii
VBS19990-5563STDY7801060,0.969,0.002,gamb_colu,coluzzii
VBS19991-5563STDY7801061,0.976,0.002,gamb_colu,coluzzii
VBS19992-5563STDY7801062,0.961,0.002,gamb_colu,coluzzii
VBS19996-5563STDY7801066,0.979,0.002,gamb_colu,coluzzii
VBS19997-5563STDY7801067,0.979,0.002,gamb_colu,coluzzii
VBS19998-5563STDY7801068,0.978,0.002,gamb_colu,coluzzii
VBS19999-5563STDY7801069,0.971,0.002,gamb_colu,coluzzii
VBS20000-5563STDY7801070,0.973,0.002,gamb_colu,coluzzii
VBS20003-5563STDY7801073,0.973,0.002,gamb_colu,coluzzii
VBS20004-5563STDY7801074,0.967,0.002,gamb_colu,coluzzii
VBS20005-5563STDY7801075,0.981,0.002,gamb_colu,coluzzii
VBS20006-5563STDY7801076,0.972,0.002,gamb_colu,coluzzii
VBS20007-5563STDY7801077,0.974,0.002,gamb_colu,coluzzii
VBS20008-5563STDY7801078,0.979,0.002,gamb_colu,coluzzii
VBS20013-5563STDY7801083,0.975,0.002,gamb_colu,coluzzii
VBS20014-5563STDY7801084,0.978,0.002,gamb_colu,coluzzii
VBS20015-5563STDY7801085,0.979,0.002,gamb_colu,coluzzii
